transaction_key,item,transaction_type,quantity,transaction_date,unit,assigned_to,serial_numbers,description,remark,source_ref
STK-5291327021,Canon LBP 2900,OUT,1,2025-07-08 00:00:00,pcs,,NMYA834196,VH02,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=860
STK-E9ED436026,Epson TM-82III,OUT,1,2025-08-08 00:00:00,pcs,,X7BA002821,vn16,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=861
STK-9DC3D8E44F,Ugreen Silent MU006 Wireless Mouse,IN,1,2025-08-08 00:00:00,pcs,,,Sóng nam giao,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=862
STK-11CF19CF44,Ugreen Silent MU006 Wireless Mouse,IN,1,2025-08-08 00:00:00,pcs,,,Sóng nam giao,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=863
STK-CAFBF2A025,Ugreen Silent MU006 Wireless Mouse,IN,1,2025-08-08 00:00:00,pcs,,,Sóng nam giao,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=864
STK-52CF6DEB8A,Ugreen Silent MU006 Wireless Mouse,IN,1,2025-08-08 00:00:00,pcs,,,Sóng nam giao,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=865
STK-4A532687B4,Ugreen Silent MU006 Wireless Mouse,IN,1,2025-08-08 00:00:00,pcs,,,Sóng nam giao,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=866
STK-414D7E9CF2,Ugreen Silent MU006 Wireless Mouse,OUT,1,2025-08-08 00:00:00,pcs,,FORTRANGTAQUYNH,,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=867
STK-78857035B1,Ugreen Silent MU006 Wireless Mouse,OUT,1,2025-08-08 00:00:00,pcs,,FORTRINHVANHUYNHTU,,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=868
STK-0DE544B63B,Ugreen Silent MU006 Wireless Mouse,OUT,1,2025-08-08 00:00:00,pcs,,FORNGOCNGUYENDUYEN,,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=869
STK-F2549BF73C,Ugreen Silent MU006 Wireless Mouse,OUT,1,2025-08-08 00:00:00,pcs,,FORDANHHUYNHMY,,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=870
STK-DCD96850D3,Ugreen Silent MU006 Wireless Mouse,OUT,1,2025-08-08 00:00:00,pcs,,FORQUINGUYENTHI,,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=871
STK-D20EA8E6C3,Desktop HP PRO MINI 400 G9,IN,1,2025-12-08 00:00:00,pcs,,8CC3500VVD,Greentech giao,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=872
STK-86583544FA,Desktop HP PRO MINI 400 G9,IN,1,2025-12-08 00:00:00,pcs,,,,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=873
STK-5FFEC8CDD0,Desktop HP PRO MINI 400 G9,IN,1,2025-12-08 00:00:00,pcs,,,,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=874
STK-7E6DBC5621,Desktop HP PRO MINI 400 G9,IN,1,2025-12-08 00:00:00,pcs,,,,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=875
STK-58A46F41F4,Desktop HP PRO MINI 400 G9,IN,1,2025-12-08 00:00:00,pcs,,,,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=876
STK-81129341D4,Desktop HP PRO MINI 400 G9,OUT,1,2025-12-08 00:00:00,pcs,,8CC3500VVD,Change hardware for VN16,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=877
STK-7E0CF5BD68,Desktop HP PRO MINI 400 G3,IN,1,2025-12-08 00:00:00,pcs,,8CG8105N2C,VN16,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=878
STK-51C2936085,SSD 990EVO Plus 1TB,IN,1,2025-12-08 00:00:00,pcs,,,For Nguyen Ngoc Lan Anh,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=879
STK-04F3DFD541,Sim 4G,IN,2,2025-12-08 00:00:00,pcs,,,for zv36 and zv35,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=880
STK-9353C68B48,Canon LBP 2900,OUT,1,18/08/2025,pcs,,NMYA782038,VN19,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=881
STK-9417DA0FD8,Maken MK410,OUT,1,20/08/2025,pcs,,MK410210300816,For ZV34(VN03 old),,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=882
STK-5C507FDAA9,Desktop HP PRO MINI 400 G9,OUT,1,2025-08-09 00:00:00,pcs,,8CC51110PK,Replace for VN10,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=883
STK-2F5383CF41,Lenovo tab M8,OUT,1,2025-10-09 00:00:00,pcs,,HA1JZCBD,Back up for VA14,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=884
STK-294E3FB7B3,Postek printer,OUT,1,30/09/2025,pcs,,I1624C0003,Change for VA14,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=885
STK-8F7D653D31,Postek printer,IN,1,30/09/2025,pcs,,I1624C0018,Recall from VA14,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=886
STK-920F2074DB,Desktop HP PRO MINI 400 G9,OUT,1,13/10/2025,pcs,,8CC51110SM,Replace for Vn09,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=887
STK-1F45839842,Latitude 3450,IN,1,14/10/2025,pcs,,JTGSPB4,for Geodis,"13th Gen Intel(R) Core(TM) i5-1335U (12 CPUs), ~1.3GHz 22VN00000109",Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=888
STK-F3812FF62E,Latitude 3450,IN,1,14/10/2025,pcs,,9PKSPB4,for Geodis,"13th Gen Intel(R) Core(TM) i5-1335U (12 CPUs), ~1.3GHz 22VN00000110",Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=889
STK-EE7288C3FF,Latitude 3450,IN,1,14/10/2025,pcs,,3XMPPB4,for Geodis,"13th Gen Intel(R) Core(TM) i5-1335U (12 CPUs), ~1.3GHz 22VN00000108",Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=890
STK-70612B5F66,HP Pro Tower 400 G9 PCI Desktop PC,IN,1,14/10/2025,pcs,,4CE425CCX1,for Geodis,"12th Gen Intel(R) Core(TM) i5-12500 (12 CPUs), ~3.0GHz 22VN00000111",Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=891
STK-7017C9EB3B,HP Pro Tower 400 G9 PCI Desktop PC,IN,1,14/10/2025,pcs,,4CE425CCX8,for Geodis,"12th Gen Intel(R) Core(TM) i5-12500 (12 CPUs), ~3.0GHz 22VN00000112",Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=892
STK-6834CC6776,HP Pro Tower 400 G9 PCI Desktop PC,IN,1,14/10/2025,pcs,,4CE425CKN0,for Geodis,"12th Gen Intel(R) Core(TM) i5-12500 (12 CPUs), ~3.0GHz 22VN00000113",Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=893
STK-41CF3ADFFC,HP Pro Tower 400 G9 PCI Desktop PC,IN,1,14/10/2025,pcs,,4CE425CKP2,for Geodis,"12th Gen Intel(R) Core(TM) i5-12500 (12 CPUs), ~3.0GHz 22VN00000114",Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=894
STK-D779051715,HP P204V,IN,1,14/10/2025,pcs,,3CQ41608RT,for Geodis,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=895
STK-261AA138E8,HP P204V,IN,1,14/10/2025,pcs,,3CQ41805TJ,for Geodis,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=896
STK-1F30EE4658,HP P204V,IN,1,14/10/2025,pcs,,3CQ41608TQ,for Geodis,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=897
STK-F919AD9F66,HP P204V,IN,1,14/10/2025,pcs,,3CQ41608SZ,for Geodis,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=898
STK-EF99A3FEE7,Samsung Galaxy Tab S10 FE,IN,1,14/10/2025,pcs,,356160462079437,for Geodis,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=899
STK-42EAC6E801,Samsung Galaxy Tab S10 FE,IN,1,14/10/2025,pcs,,356160462031834,for Geodis,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=900
STK-441B2EB286,Laptop Hp ProBook 440 G9,OUT,1,27/10/2025,pcs,,5CD3094YZR,ZV39,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=901
STK-0187CCF565,Scanner Datalogic QW2100,OUT,1,27/10/2025,pcs,,G21M82741,ZV39,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=902
STK-0F30A94FB8,Epson TM-82III,OUT,1,27/10/2025,pcs,,X7BA002838,ZV39,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=903
STK-4E293CECBE,Modem 4G TP-Link M7350,OUT,1,27/10/2025,pcs,,22234W2003067,ZV39,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=904
STK-736A83A9AE,Samsung Galaxy Tab S10 FE,IN,1,29/10/2025,pcs,,356160462316391,sóng nam giao,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=905
STK-E4A42EC0B0,Ipad Air 13-inch(M3),IN,1,,pcs,,F7N4GGJ73G,Buy for A001,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=906
STK-77CBD59EFC,HP Pro Mini 400 G6 -,OUT,1,2025-01-11 00:00:00,pcs,,8CC3161T0J,For A001,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=907
STK-FDDFA8AF52,Poscom,OUT,1,2025-01-11 00:00:00,pcs,,20201130040,For A001,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=908
STK-7A16E2C5E8,Pole Display VFD,OUT,1,2025-01-11 00:00:00,pcs,,VFD220U13B2012003,For A001,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=909
STK-40DB6EE0DC,Datalogic QW2100,OUT,1,2025-01-11 00:00:00,pcs,,G21M82792,For A001,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=910
STK-D3FFCFA9BC,Monitor HP V190,OUT,1,2025-01-11 00:00:00,pcs,,1CR82307C4,For A001,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=911
STK-1F3F492449,Epson TM-82III,OUT,1,2025-01-11 00:00:00,pcs,,X7B9022774,For A001,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=912
STK-D1BB453C24,Cisco CBS110-16T-EU,OUT,1,2025-01-11 00:00:00,pcs,,PSZ27181AHK,For A001,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=913
STK-4AC93A730E,Unifi-UAP-nanoHD,OUT,1,2025-01-11 00:00:00,pcs,,AC8BA9548380,For A001,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=914
STK-88CB1E826F,Fortigate FG-40F,OUT,1,2025-01-11 00:00:00,pcs,,FGT40FTK2309D2D4,For A001,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=915
STK-07F614B95E,HP laser 107a,OUT,1,2025-01-11 00:00:00,pcs,,CNB3Q9MLY6,For A001,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=916
STK-352CF7B89C,Zebra TC26BK,OUT,1,2025-01-11 00:00:00,pcs,,S24165523020818,For A001,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=917
STK-41B925DC36,Ipad Air 13-inch(M3),OUT,1,2025-01-11 00:00:00,pcs,,F7N4GGJ73G,For A001,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=918
STK-D50572E937,Star-SM-L200-UB40,OUT,1,2025-01-11 00:00:00,pcs,,2530022102301145,For A001,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=919
STK-62DBC57172,Laptop Hp ProBook 440 G9,OUT,1,2025-07-08 00:00:00,pcs,,5CD250F9PD,VH01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=920
STK-BAF8BDBF37,Scanner Datalogic QW2100,OUT,1,2025-07-08 00:00:00,pcs,,G23C76607,VH01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=921
STK-F46FD9147A,Epson TM-82III,OUT,1,2025-07-08 00:00:00,pcs,,X7BA003673,VH01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=922
STK-8307D01CA8,Canon LBP 2900,OUT,1,2025-07-08 00:00:00,pcs,,NMYA834196,VH01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=923
STK-39883052A1,Laptop HP PROBOOK 440 G9,OUT,1,19/11/2025,pcs,,5CD3094YZR,ZV40,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=924
STK-290431D9BD,Epson TM-82III,OUT,1,19/11/2025,pcs,,X7BA002838,ZV40,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=925
STK-642B2425C5,TP-Link MR6400,OUT,1,19/11/2025,pcs,,2234111003742,ZV40,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=926
STK-21FDE86A90,Scanner Datalogic QW2100,OUT,1,19/11/2025,pcs,,G20L70063,ZV40,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=927
STK-651153AA62,A4 Printer HP Neverstop laser 1000w,IN,1,19/11/2025,pcs,,CNBRP8339D,VN05,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=928
STK-4B38883276,A4 Printer HP Neverstop laser 1000w,OUT,1,19/11/2025,pcs,,CNBRP8297B,VN05,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=929
STK-D6144674AB,Laptop Dell Latitude 3520,OUT,1,19/11/2025,pcs,,3DYF7S3,Event VA13,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=930
STK-9ADE385DD2,Epson TM-82III,OUT,1,19/11/2025,pcs,,X7BA007405,Event VA13,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=931
STK-B5B5390413,Scanner Datalogic QW2100,OUT,1,19/11/2025,pcs,,G21M82827,Event VA13,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=932
STK-258AC10EB9,Epson TM-82III,OUT,1,4/11/205,pcs,,X7BA000889,VN05,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=933
STK-32F5C52D64,Unifi-UAP-nanoHD,IN,1,15/12/2026,pcs,,1C6A1B1EFD41,for V003,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=934
STK-9324143F18,Unifi-UAP-nanoHD,IN,1,15/12/2026,pcs,,1C6A1B1EFB0D,for V003,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=935
STK-4B79482AAD,Zebra TC26BK,IN,1,15/12/2026,pcs,,352714115510901,for V003,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=936
STK-7D7A669987,Zebra TC26BK,IN,1,15/12/2026,pcs,,S24165523020007,for V003,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=937
STK-F5B023703D,Zebra TC26BK,IN,1,15/12/2026,pcs,,S24164523022749,for V003,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=938
STK-F369B99617,Zebra TC26BK,IN,1,15/12/2026,pcs,,S24144523021867,for V003,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=939
STK-403DA677B3,Zebra TC26BK,IN,1,15/12/2026,pcs,,S24164523022750,for V003,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=940
STK-594ED0C85C,Ruijie RG-EW1200G Pro,IN,1,30/12/2025,pcs,,ZAU82MM028440,for A001,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=941
STK-7C8FD36C41,Ruijie RG-EW1200G Pro,IN,1,30/12/2025,pcs,,ZAU82MM037794,for A002,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=942
STK-BC1066B16C,Laptop HP PROBOOK 440 G9,IN,1,19/11/2025,pcs,,5CD3094YZR,ZV40 close,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=943
STK-36897E26D0,Epson TM-82III,IN,1,19/11/2025,pcs,,X7BA002838,ZV40 close,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=944
STK-42CF3BC3F5,TP-Link MR6400,IN,1,19/11/2025,pcs,,2234111003742,ZV40 close,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=945
STK-DF14C942C9,Scanner Datalogic QW2100,IN,1,19/11/2025,pcs,,G20L70063,ZV40 close,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=946
STK-ADCEE6DB13,Zebra TC26BK,IN,1,30/12/2025,pcs,,24161523020360,VN08 close,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=947
STK-A1DF04B5F9,Samsung Tab S6,IN,1,30/12/2025,pcs,,352294624027440,VN08 close,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=948
STK-ED04E68333,Postek printer,IN,1,30/12/2025,pcs,,I1622F0007,VN08 close,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=949
STK-FB3DBBA9B9,Desktop HP PRO MINI 400 G9,OUT,1,12/01/2026,pcs,,8CC3500VNJ,V003,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=950
STK-B67A4E4A0F,Desktop HP PRO MINI 400 G9,OUT,1,12/01/2026,pcs,,8CC3500VSH,V003,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=951
STK-6055FCA026,Switch Ubiquiti UniFi Switch 24 PoE (USW-24-PoE),OUT,1,12/01/2026,pcs,,1C6A1B99A032,V003,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=952
STK-E82FC19D5F,Cisco CBS110-16T-EU,OUT,1,12/01/2026,pcs,,KWC29190Y0L,V003,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=953
STK-D32A76D397,Unifi-UAP-nanoHD,OUT,1,12/01/2026,pcs,,1C6A1B1F094D,V003,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=954
STK-583743F9AA,Unifi-UAP-nanoHD,OUT,1,12/01/2026,pcs,,1C6A1B1EFD41,V003,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=955
STK-EDB2876A6F,Unifi-UAP-nanoHD,OUT,1,12/01/2026,pcs,,1C6A1B1EFB0D,V003,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=956
STK-1ED44B264E,Zebra TC26BK,OUT,1,12/01/2026,pcs,,352714115510901,V003,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=957
STK-F54CE0C4D4,Zebra TC26BK,OUT,1,12/01/2026,pcs,,S24165523020007,V003,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=958
STK-391D0A12C1,Zebra TC26BK,OUT,1,12/01/2026,pcs,,S24164523022749,V003,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=959
STK-A450C3FAD4,Zebra TC26BK,OUT,1,12/01/2026,pcs,,S24144523021867,V003,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=960
STK-B6A635156F,Zebra TC26BK,OUT,1,12/01/2026,pcs,,S24164523022750,V003,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=961
STK-9EC0EEB590,Star-SM-L200-UB40,OUT,1,12/01/2026,pcs,,2534123052300532,V003,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=962
STK-40D9F2D12F,Star-SM-L200-UB40,OUT,1,12/01/2026,pcs,,2530022102301146,V003,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=963
STK-B829F6F92A,Samsung Galaxy Tab S10 FE 5G 8GB 128GB,OUT,1,12/01/2026,pcs,,356160461428445,V003,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=964
STK-BB41184C46,"Máy in mã vạch Postek IQ200, 203dpi -Bluetooth",OUT,1,12/01/2026,pcs,,I1624C0004,V003,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=965
STK-3E3CCEDCDF,Máy tính trạm Dell Precision 3680 Tower,OUT,1,12/01/2026,pcs,,91DR874,V003,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=966
STK-8DB84A7B70,"Monitor HP 19,5 inch - widescreen (hdmi port)",OUT,1,12/01/2026,pcs,,3CQ3240J7T,V003,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=967
STK-5EA08BEA4E,"Monitor HP 19,5 inch - widescreen (hdmi port)",OUT,1,12/01/2026,pcs,,3CQ2320662,V003,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=968
STK-11B3298A7E,"Monitor HP 19,5 inch - widescreen (hdmi port)",OUT,1,12/01/2026,pcs,,1CR82307C4,V003,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=969
STK-BD478D07BF,Maken MK410,OUT,1,12/01/2026,pcs,,MK410221102176,V003,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=970
STK-D11758DC66,Maken MK410,OUT,1,12/01/2026,pcs,,MK410221102399,V003,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=971
STK-B5C0AB4236,Pole Display,OUT,1,12/01/2026,pcs,,2TD311NAFS,V003,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=972
STK-7F2CF9BE3C,Pole Display,OUT,1,12/01/2026,pcs,,2TD3311NAFQ,V003,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=973
STK-5CE81294E6,Scanner Wireless DS2278,OUT,1,12/01/2026,pcs,,S24019523702434,V003,scan,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=974
STK-BC5FAE55F6,Scanner Wireless DS2278,OUT,1,12/01/2026,pcs,,S24017523702131,V003,Dock scan,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=975
STK-44D2113B7B,Scanner Wireless DS2278,OUT,1,12/01/2026,pcs,,S24020523701951,V003,scan,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=976
STK-3637CA5288,Scanner Wireless DS2278,OUT,1,12/01/2026,pcs,,S24016523701462,V003,Dock scan,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=977
STK-C3BFD46369,"Printer Cashier - Thermal Star printer MCP31L, USB",OUT,1,12/01/2026,pcs,,2530022102301140,V003,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=978
STK-1D34EF4D11,"Printer Cashier - Thermal Star printer MCP31L, USB",OUT,1,12/01/2026,pcs,,2534123052300530,V003,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=979
STK-E8D6AC2413,A4 Printer,OUT,1,12/01/2026,pcs,,CNB2Q9TRM8,V003,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=980
STK-7945B3E177,HP EngageGo10 Mobile tablet (i5 8Gb with scanner),OUT,1,12/01/2026,pcs,,5CG3350NKD,V003,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=981
STK-A497363DC2,Star-SM-T300I2-DB50,OUT,1,12/01/2026,pcs,,2560023022000020,V003,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=982
STK-F8974D7B77,Fortigate-60F,OUT,1,12/01/2026,pcs,,FGT60FTK23084659,V003,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=983
STK-9E9A816838,Zebra-Dock PDT,OUT,1,12/01/2026,pcs,,S23069523701506,V003,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=984
STK-9060662CBB,UPS,OUT,1,12/01/2026,pcs,,9B2229A23669,V003,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=985
STK-529C83EDC2,Desktop HP PRO MINI 400 G9,OUT,1,12/01/2026,pcs,,8CC51110T0,VH01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=986
STK-EED0CE6434,Desktop HP PRO MINI 400 G9,OUT,1,12/01/2026,pcs,,8CC3500VT4,VH01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=987
STK-DBD919EA09,Maken MK410,OUT,1,12/01/2026,pcs,,MK410211201000,VH01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=988
STK-C7FE019635,Maken MK410,OUT,1,12/01/2026,pcs,,MK410221102371,VH01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=989
STK-11E3BBCE8C,Pole Display VFD,OUT,1,12/01/2026,pcs,,2108112341009,VH01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=990
STK-E91FF04AA4,Pole Display VFD,OUT,1,12/01/2026,pcs,,VFD220U13B20120034,VH01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=991
STK-4F8F635374,Datalogic QW2100,OUT,1,12/01/2026,pcs,,G23D05705,VH01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=992
STK-2010353CBB,Datalogic QW2100,OUT,1,12/01/2026,pcs,,G23C76627,VH01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=993
STK-401F8C2FD1,"Monitor HP 19,5 inch - widescreen (hdmi port)",OUT,1,12/01/2026,pcs,,1CR82307C2,VH01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=994
STK-58D1B4C4D2,"Monitor HP 19,5 inch - widescreen (hdmi port)",OUT,1,12/01/2026,pcs,,1CR82307CR,VH01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=995
STK-832955BE00,"Monitor HP 19,5 inch - widescreen (hdmi port)",OUT,1,12/01/2026,pcs,,3CQ3240J5T,VH01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=996
STK-5716B0794D,Epsion T82III,OUT,1,12/01/2026,pcs,,X7B9025644,VH01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=997
STK-72939319DB,Epsion T82III,OUT,1,12/01/2026,pcs,,X7B9022786,VH01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=998
STK-A47A6ED1BC,Cisco CBS110-16T-EU,OUT,1,12/01/2026,pcs,,KWC29190Y1G,VH01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=999
STK-0AE929A7C7,Wifi UBIQUITI UniFi,OUT,1,12/01/2026,pcs,,9C05D6797F57,VH01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1000
STK-32D05D2E2D,Fortigate-40F,OUT,1,12/01/2026,pcs,,FGT40FTK24086915,VH01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1001
STK-7D9236F915,Canon LBP 2900,OUT,1,12/01/2026,pcs,,NMYA802553,VH01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1002
STK-DB31FED983,Dell Precision 3680 Tower,OUT,1,12/01/2026,pcs,,C711P94,VH01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1003
STK-F11A190439,Zebra TC26BK,OUT,1,12/01/2026,pcs,,S23118523021439,VH01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1004
STK-C0A95C9F28,Star-SM-L200-UB40,OUT,1,12/01/2026,pcs,,2530022102301150,VH01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1005
